event,mp,ammo,mre,part,item_num,rank,equip_id,name,mean%,stdev%,equip_total,equip_count
003 日常（30200）,10,10,10,10,1,2,1,BM 3-12X40,4.212,0.086,55027,2318
003 日常（30200）,10,10,10,10,1,2,5,EOT 506,4.272,0.086,55027,2351
003 日常（30200）,10,10,10,10,1,2,9,AMP COMPM2,4.229,0.086,55027,2327
003 日常（30200）,10,10,10,10,1,2,13,PEQ-2,3.642,0.080,55027,2004
003 日常（30200）,10,10,10,10,1,2,17,M61穿甲弹,1.461,0.051,55027,804
003 日常（30200）,10,10,10,10,1,2,29,FMJ高速弹,2.715,0.069,55027,1494
003 日常（30200）,10,10,10,10,1,2,37,IOP T1外骨骼,5.121,0.094,55027,2818
003 日常（30200）,10,10,10,10,1,2,55,IOP X1外骨骼,5.008,0.093,55027,2756
003 日常（30200）,10,10,10,10,1,2,63,AC1消音器,4.787,0.091,55027,2634
003 日常（30200）,10,10,10,10,1,2,69,ILM空尖弹,4.062,0.084,55027,2235
003 日常（30200）,10,10,10,10,1,2,73,#1猎鹿弹,0.865,0.039,55027,476
003 日常（30200）,10,10,10,10,1,2,77,BK独头弹,0.769,0.037,55027,423
003 日常（30200）,10,10,10,10,1,2,87,破旧披风,4.038,0.084,55027,2222
003 日常（30200）,10,10,10,10,1,3,2,LRA 2-12x50,3.273,0.076,55027,1801
003 日常（30200）,10,10,10,10,1,3,6,EOT 512,3.407,0.077,55027,1875
003 日常（30200）,10,10,10,10,1,3,10,AMP COMPM4,3.349,0.077,55027,1843
003 日常（30200）,10,10,10,10,1,3,14,PEQ-5,2.748,0.070,55027,1512
003 日常（30200）,10,10,10,10,1,3,18,M993穿甲弹,1.405,0.050,55027,773
003 日常（30200）,10,10,10,10,1,3,30,JSP高速弹,2.419,0.065,55027,1331
003 日常（30200）,10,10,10,10,1,3,38,IOP T2外骨骼,2.359,0.065,55027,1298
003 日常（30200）,10,10,10,10,1,3,42,Type1防弹插板,2.842,0.071,55027,1564
003 日常（30200）,10,10,10,10,1,3,56,IOP X2外骨骼,2.461,0.066,55027,1354
003 日常（30200）,10,10,10,10,1,3,64,AC2消音器,2.710,0.069,55027,1491
