event,mp,ammo,mre,part,item_num,rank,equip_id,name,mean%,stdev%,equip_total,equip_count
008 日常（周年后修复）,10,10,10,10,1,2,1,BM 3-12X40,7.308,0.042,380645,27818
008 日常（周年后修复）,10,10,10,10,1,2,5,EOT 506,7.307,0.042,380645,27815
008 日常（周年后修复）,10,10,10,10,1,2,9,AMP COMPM2,7.274,0.042,380645,27689
008 日常（周年后修复）,10,10,10,10,1,2,13,PEQ-2,6.248,0.039,380645,23782
008 日常（周年后修复）,10,10,10,10,1,2,17,M61穿甲弹,0.002,0.001,380645,6
008 日常（周年后修复）,10,10,10,10,1,2,29,FMJ高速弹,0.004,0.001,380645,14
008 日常（周年后修复）,10,10,10,10,1,2,37,IOP T1外骨骼,2.154,0.024,380645,8199
008 日常（周年后修复）,10,10,10,10,1,2,55,IOP X1外骨骼,2.150,0.024,380645,8185
008 日常（周年后修复）,10,10,10,10,1,2,63,AC1消音器,5.605,0.037,380645,21336
008 日常（周年后修复）,10,10,10,10,1,2,69,ILM空尖弹,0.003,0.001,380645,13
008 日常（周年后修复）,10,10,10,10,1,2,73,#1猎鹿弹,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,2,87,破旧披风,6.600,0.040,380645,25124
008 日常（周年后修复）,10,10,10,10,1,3,2,LRA 2-12x50,5.299,0.036,380645,20172
008 日常（周年后修复）,10,10,10,10,1,3,6,EOT 512,5.215,0.036,380645,19851
008 日常（周年后修复）,10,10,10,10,1,3,10,AMP COMPM4,5.295,0.036,380645,20155
008 日常（周年后修复）,10,10,10,10,1,3,14,PEQ-5,4.521,0.034,380645,17209
008 日常（周年后修复）,10,10,10,10,1,3,18,M993穿甲弹,0.001,0.000,380645,2
008 日常（周年后修复）,10,10,10,10,1,3,30,JSP高速弹,0.003,0.001,380645,11
008 日常（周年后修复）,10,10,10,10,1,3,38,IOP T2外骨骼,1.541,0.020,380645,5866
008 日常（周年后修复）,10,10,10,10,1,3,42,Type1防弹插板,3.412,0.029,380645,12989
008 日常（周年后修复）,10,10,10,10,1,3,56,IOP X2外骨骼,1.491,0.020,380645,5676
008 日常（周年后修复）,10,10,10,10,1,3,64,AC2消音器,3.980,0.032,380645,15148
008 日常（周年后修复）,10,10,10,10,1,3,70,ILM空尖弹,0.002,0.001,380645,7
008 日常（周年后修复）,10,10,10,10,1,3,74,#0猎鹿弹,0.001,0.000,380645,2
008 日常（周年后修复）,10,10,10,10,1,3,78,FST独头弹,0.001,0.001,380645,4
008 日常（周年后修复）,10,10,10,10,1,3,88,伪装披风,4.694,0.034,380645,17868
008 日常（周年后修复）,10,10,10,10,1,3,222,RMR红点,5.706,0.038,380645,21720
008 日常（周年后修复）,10,10,10,10,1,3,232,试制运算芯片,4.078,0.032,380645,15523
008 日常（周年后修复）,10,10,10,10,1,3,306,Mk3喉缩管,0.002,0.001,380645,7
008 日常（周年后修复）,10,10,10,10,1,3,312,HD50脚架,0.001,0.000,380645,3
008 日常（周年后修复）,10,10,10,10,1,4,3,PSO-1,0.957,0.016,380645,3641
008 日常（周年后修复）,10,10,10,10,1,4,7,EOT 516,0.954,0.016,380645,3633
008 日常（周年后修复）,10,10,10,10,1,4,11,COG M150,0.958,0.016,380645,3647
008 日常（周年后修复）,10,10,10,10,1,4,15,PEQ-15,0.789,0.014,380645,3004
008 日常（周年后修复）,10,10,10,10,1,4,31,JHP高速弹,0.001,0.000,380645,2
008 日常（周年后修复）,10,10,10,10,1,4,39,IOP T3外骨骼,0.272,0.008,380645,1037
008 日常（周年后修复）,10,10,10,10,1,4,43,Type2防弹插板,0.636,0.013,380645,2420
008 日常（周年后修复）,10,10,10,10,1,4,57,IOP X3外骨骼,0.277,0.009,380645,1053
008 日常（周年后修复）,10,10,10,10,1,4,65,AC3消音器,0.727,0.014,380645,2768
008 日常（周年后修复）,10,10,10,10,1,4,71,ILM空尖弹,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,4,75,#00猎鹿弹,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,4,89,城市迷彩披风,0.854,0.015,380645,3250
008 日常（周年后修复）,10,10,10,10,1,4,223,RMR T2红点,1.012,0.016,380645,3854
008 日常（周年后修复）,10,10,10,10,1,4,226,M33狙击弹,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,4,233,#1运算芯片,0.717,0.014,380645,2729
008 日常（周年后修复）,10,10,10,10,1,5,4,VFL 6-24X56,0.164,0.007,380645,626
008 日常（周年后修复）,10,10,10,10,1,5,8,EOT 518,0.183,0.007,380645,695
008 日常（周年后修复）,10,10,10,10,1,5,12,ITI MARS,0.169,0.007,380645,642
008 日常（周年后修复）,10,10,10,10,1,5,16,PEQ-16A,0.131,0.006,380645,497
008 日常（周年后修复）,10,10,10,10,1,5,20,Mk211高爆穿甲弹,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,5,40,IOP T4外骨骼,0.052,0.004,380645,199
008 日常（周年后修复）,10,10,10,10,1,5,44,Type3防弹插板,0.112,0.005,380645,425
008 日常（周年后修复）,10,10,10,10,1,5,58,IOP X4外骨骼,0.049,0.004,380645,188
008 日常（周年后修复）,10,10,10,10,1,5,66,AC4消音器,0.238,0.008,380645,907
008 日常（周年后修复）,10,10,10,10,1,5,68,IOP极限弹链箱,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,5,90,热光学迷彩披风,0.190,0.007,380645,722
008 日常（周年后修复）,10,10,10,10,1,5,224,RMR T4红点,0.203,0.007,380645,774
008 日常（周年后修复）,10,10,10,10,1,5,234,#2运算芯片,0.153,0.006,380645,583
008 日常（周年后修复）,10,10,10,10,1,5,305,SF武器灯改,0.142,0.006,380645,540
008 日常（周年后修复）,10,10,10,10,1,5,309,专注芯片,0.159,0.006,380645,607
008 日常（周年后修复）,10,10,10,10,1,5,311,M200X LRF,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,10,1,5,314,HD100脚架,0.000,0.000,380645,1
008 日常（周年后修复）,10,10,10,300,1,2,1,BM 3-12X40,3.589,0.313,3539,127
008 日常（周年后修复）,10,10,10,300,1,2,5,EOT 506,3.334,0.302,3539,118
008 日常（周年后修复）,10,10,10,300,1,2,9,AMP COMPM2,3.560,0.311,3539,126
008 日常（周年后修复）,10,10,10,300,1,2,13,PEQ-2,4.323,0.342,3539,153
008 日常（周年后修复）,10,10,10,300,1,2,37,IOP T1外骨骼,2.684,0.272,3539,95
008 日常（周年后修复）,10,10,10,300,1,2,55,IOP X1外骨骼,2.458,0.260,3539,87
008 日常（周年后修复）,10,10,10,300,1,2,63,AC1消音器,4.747,0.357,3539,168
008 日常（周年后修复）,10,10,10,300,1,2,87,破旧披风,5.736,0.391,3539,203
008 日常（周年后修复）,10,10,10,300,1,3,2,LRA 2-12x50,1.921,0.231,3539,68
008 日常（周年后修复）,10,10,10,300,1,3,6,EOT 512,2.147,0.244,3539,76
008 日常（周年后修复）,10,10,10,300,1,3,10,AMP COMPM4,2.204,0.247,3539,78
008 日常（周年后修复）,10,10,10,300,1,3,14,PEQ-5,1.837,0.226,3539,65
008 日常（周年后修复）,10,10,10,300,1,3,38,IOP T2外骨骼,1.611,0.212,3539,57
008 日常（周年后修复）,10,10,10,300,1,3,42,Type1防弹插板,3.786,0.321,3539,134
008 日常（周年后修复）,10,10,10,300,1,3,56,IOP X2外骨骼,1.215,0.184,3539,43
008 日常（周年后修复）,10,10,10,300,1,3,64,AC2消音器,2.656,0.270,3539,94
008 日常（周年后修复）,10,10,10,300,1,3,88,伪装披风,2.939,0.284,3539,104
008 日常（周年后修复）,10,10,10,300,1,3,222,RMR红点,5.256,0.375,3539,186
008 日常（周年后修复）,10,10,10,300,1,3,232,试制运算芯片,3.023,0.288,3539,107
008 日常（周年后修复）,10,10,10,300,1,4,3,PSO-1,2.204,0.247,3539,78
008 日常（周年后修复）,10,10,10,300,1,4,7,EOT 516,1.808,0.224,3539,64
008 日常（周年后修复）,10,10,10,300,1,4,11,COG M150,1.752,0.221,3539,62
008 日常（周年后修复）,10,10,10,300,1,4,15,PEQ-15,1.808,0.224,3539,64
008 日常（周年后修复）,10,10,10,300,1,4,39,IOP T3外骨骼,1.639,0.213,3539,58
008 日常（周年后修复）,10,10,10,300,1,4,43,Type2防弹插板,3.165,0.294,3539,112
008 日常（周年后修复）,10,10,10,300,1,4,57,IOP X3外骨骼,1.554,0.208,3539,55
008 日常（周年后修复）,10,10,10,300,1,4,65,AC3消音器,2.317,0.253,3539,82
008 日常（周年后修复）,10,10,10,300,1,4,67,IOP大容量弹链箱,5.312,0.377,3539,188
008 日常（周年后修复）,10,10,10,300,1,4,75,#00猎鹿弹,0.028,0.028,3539,1
008 日常（周年后修复）,10,10,10,300,1,4,79,WAD独头弹,0.028,0.028,3539,1
008 日常（周年后修复）,10,10,10,300,1,4,89,城市迷彩披风,3.221,0.297,3539,114
008 日常（周年后修复）,10,10,10,300,1,4,223,RMR T2红点,5.171,0.372,3539,183
008 日常（周年后修复）,10,10,10,300,1,4,233,#1运算芯片,2.684,0.272,3539,95
008 日常（周年后修复）,10,10,10,300,1,5,4,VFL 6-24X56,0.226,0.080,3539,8
008 日常（周年后修复）,10,10,10,300,1,5,8,EOT 518,0.480,0.116,3539,17
008 日常（周年后修复）,10,10,10,300,1,5,12,ITI MARS,0.424,0.109,3539,15
008 日常（周年后修复）,10,10,10,300,1,5,16,PEQ-16A,0.452,0.113,3539,16
008 日常（周年后修复）,10,10,10,300,1,5,40,IOP T4外骨骼,0.396,0.106,3539,14
008 日常（周年后修复）,10,10,10,300,1,5,44,Type3防弹插板,0.876,0.157,3539,31
008 日常（周年后修复）,10,10,10,300,1,5,58,IOP X4外骨骼,0.396,0.106,3539,14
008 日常（周年后修复）,10,10,10,300,1,5,66,AC4消音器,0.932,0.162,3539,33
008 日常（周年后修复）,10,10,10,300,1,5,68,IOP极限弹链箱,0.791,0.149,3539,28
008 日常（周年后修复）,10,10,10,300,1,5,90,热光学迷彩披风,0.622,0.132,3539,22
008 日常（周年后修复）,10,10,10,300,1,5,224,RMR T4红点,0.932,0.162,3539,33
008 日常（周年后修复）,10,10,10,300,1,5,234,#2运算芯片,0.678,0.138,3539,24
008 日常（周年后修复）,10,10,10,300,1,5,305,SF武器灯改,0.480,0.116,3539,17
008 日常（周年后修复）,10,10,10,300,1,5,309,专注芯片,0.565,0.126,3539,20
008 日常（周年后修复）,10,10,10,300,1,5,314,HD100脚架,0.028,0.028,3539,1
008 日常（周年后修复）,10,150,90,100,0,2,17,M61穿甲弹,36.375,0.238,40717,14811
008 日常（周年后修复）,10,150,90,100,0,3,18,M993穿甲弹,36.292,0.238,40717,14777
008 日常（周年后修复）,10,150,90,100,0,4,19,Mk169穿甲弹,11.089,0.156,40717,4515
008 日常（周年后修复）,10,150,90,100,0,4,226,M33狙击弹,10.846,0.154,40717,4416
008 日常（周年后修复）,10,150,90,100,0,5,20,Mk211高爆穿甲弹,2.650,0.080,40717,1079
008 日常（周年后修复）,10,150,90,100,0,5,227,M1022狙击弹,2.748,0.081,40717,1119
008 日常（周年后修复）,10,150,90,100,1,2,1,BM 3-12X40,0.308,0.031,31817,98
