event,mp,ammo,mre,part,item_num,rank,equip_id,name,mean%,stdev%,equip_total,equip_count
007 日常（周年后修复）,10,10,10,10,1,2,1,BM 3-12X40,7.328,0.044,351719,25774
007 日常（周年后修复）,10,10,10,10,1,2,5,EOT 506,7.316,0.044,351719,25731
007 日常（周年后修复）,10,10,10,10,1,2,9,AMP COMPM2,7.274,0.044,351719,25585
007 日常（周年后修复）,10,10,10,10,1,2,13,PEQ-2,6.257,0.041,351719,22008
007 日常（周年后修复）,10,10,10,10,1,2,17,M61穿甲弹,0.002,0.001,351719,6
007 日常（周年后修复）,10,10,10,10,1,2,29,FMJ高速弹,0.004,0.001,351719,14
007 日常（周年后修复）,10,10,10,10,1,2,37,IOP T1外骨骼,2.154,0.024,351719,7576
007 日常（周年后修复）,10,10,10,10,1,2,55,IOP X1外骨骼,2.144,0.024,351719,7541
007 日常（周年后修复）,10,10,10,10,1,2,63,AC1消音器,5.627,0.039,351719,19790
007 日常（周年后修复）,10,10,10,10,1,2,69,ILM空尖弹,0.004,0.001,351719,13
007 日常（周年后修复）,10,10,10,10,1,2,73,#1猎鹿弹,0.000,0.000,351719,1
007 日常（周年后修复）,10,10,10,10,1,2,87,破旧披风,6.599,0.042,351719,23209
007 日常（周年后修复）,10,10,10,10,1,3,2,LRA 2-12x50,5.289,0.038,351719,18603
007 日常（周年后修复）,10,10,10,10,1,3,6,EOT 512,5.223,0.038,351719,18371
007 日常（周年后修复）,10,10,10,10,1,3,10,AMP COMPM4,5.299,0.038,351719,18638
007 日常（周年后修复）,10,10,10,10,1,3,14,PEQ-5,4.516,0.035,351719,15882
007 日常（周年后修复）,10,10,10,10,1,3,18,M993穿甲弹,0.001,0.000,351719,2
007 日常（周年后修复）,10,10,10,10,1,3,30,JSP高速弹,0.003,0.001,351719,10
007 日常（周年后修复）,10,10,10,10,1,3,38,IOP T2外骨骼,1.537,0.021,351719,5407
007 日常（周年后修复）,10,10,10,10,1,3,42,Type1防弹插板,3.403,0.031,351719,11969
007 日常（周年后修复）,10,10,10,10,1,3,56,IOP X2外骨骼,1.496,0.020,351719,5263
007 日常（周年后修复）,10,10,10,10,1,3,64,AC2消音器,3.978,0.033,351719,13991
007 日常（周年后修复）,10,10,10,10,1,3,70,ILM空尖弹,0.002,0.001,351719,7
007 日常（周年后修复）,10,10,10,10,1,3,74,#0猎鹿弹,0.001,0.000,351719,2
007 日常（周年后修复）,10,10,10,10,1,3,78,FST独头弹,0.001,0.001,351719,4
007 日常（周年后修复）,10,10,10,10,1,3,88,伪装披风,4.703,0.036,351719,16541
007 日常（周年后修复）,10,10,10,10,1,3,222,RMR红点,5.696,0.039,351719,20033
007 日常（周年后修复）,10,10,10,10,1,3,232,试制运算芯片,4.069,0.033,351719,14313
007 日常（周年后修复）,10,10,10,10,1,3,306,Mk3喉缩管,0.002,0.001,351719,7
007 日常（周年后修复）,10,10,10,10,1,3,312,HD50脚架,0.001,0.000,351719,3
007 日常（周年后修复）,10,10,10,10,1,4,3,PSO-1,0.960,0.016,351719,3378
007 日常（周年后修复）,10,10,10,10,1,4,7,EOT 516,0.948,0.016,351719,3336
007 日常（周年后修复）,10,10,10,10,1,4,11,COG M150,0.962,0.016,351719,3382
007 日常（周年后修复）,10,10,10,10,1,4,15,PEQ-15,0.793,0.015,351719,2790
007 日常（周年后修复）,10,10,10,10,1,4,31,JHP高速弹,0.001,0.000,351719,2
007 日常（周年后修复）,10,10,10,10,1,4,39,IOP T3外骨骼,0.272,0.009,351719,958
007 日常（周年后修复）,10,10,10,10,1,4,43,Type2防弹插板,0.629,0.013,351719,2212
007 日常（周年后修复）,10,10,10,10,1,4,57,IOP X3外骨骼,0.277,0.009,351719,976
