event,mp,ammo,mre,part,item_num,rank,equip_id,name,mean%,stdev%,equip_total,equip_count
008 圣建（24国庆）,10,10,10,10,1,2,1,BM 3-12X40,7.262,0.670,1501,109
008 圣建（24国庆）,10,10,10,10,1,2,5,EOT 506,7.328,0.672,1501,110
008 圣建（24国庆）,10,10,10,10,1,2,9,AMP COMPM2,7.129,0.664,1501,107
008 圣建（24国庆）,10,10,10,10,1,2,13,PEQ-2,6.662,0.643,1501,100
008 圣建（24国庆）,10,10,10,10,1,2,37,IOP T1外骨骼,1.999,0.361,1501,30
008 圣建（24国庆）,10,10,10,10,1,2,55,IOP X1外骨骼,1.932,0.355,1501,29
008 圣建（24国庆）,10,10,10,10,1,2,63,AC1消音器,5.730,0.600,1501,86
008 圣建（24国庆）,10,10,10,10,1,2,87,破旧披风,6.129,0.619,1501,92
008 圣建（24国庆）,10,10,10,10,1,3,2,LRA 2-12x50,4.730,0.548,1501,71
008 圣建（24国庆）,10,10,10,10,1,3,6,EOT 512,4.797,0.551,1501,72
008 圣建（24国庆）,10,10,10,10,1,3,10,AMP COMPM4,5.396,0.583,1501,81
008 圣建（24国庆）,10,10,10,10,1,3,14,PEQ-5,5.530,0.590,1501,83
008 圣建（24国庆）,10,10,10,10,1,3,38,IOP T2外骨骼,1.732,0.337,1501,26
008 圣建（24国庆）,10,10,10,10,1,3,42,Type1防弹插板,2.931,0.435,1501,44
008 圣建（24国庆）,10,10,10,10,1,3,56,IOP X2外骨骼,0.933,0.248,1501,14
008 圣建（24国庆）,10,10,10,10,1,3,64,AC2消音器,2.598,0.410,1501,39
008 圣建（24国庆）,10,10,10,10,1,3,88,伪装披风,3.664,0.485,1501,55
008 圣建（24国庆）,10,10,10,10,1,3,222,RMR红点,6.063,0.616,1501,91
008 圣建（24国庆）,10,10,10,10,1,3,232,试制运算芯片,3.931,0.501,1501,59
008 圣建（24国庆）,10,10,10,10,1,4,3,PSO-1,1.199,0.281,1501,18
008 圣建（24国庆）,10,10,10,10,1,4,7,EOT 516,1.532,0.317,1501,23
008 圣建（24国庆）,10,10,10,10,1,4,11,COG M150,0.866,0.239,1501,13
008 圣建（24国庆）,10,10,10,10,1,4,15,PEQ-15,1.399,0.303,1501,21
008 圣建（24国庆）,10,10,10,10,1,4,39,IOP T3外骨骼,0.400,0.163,1501,6
008 圣建（24国庆）,10,10,10,10,1,4,43,Type2防弹插板,0.666,0.210,1501,10
008 圣建（24国庆）,10,10,10,10,1,4,57,IOP X3外骨骼,0.466,0.176,1501,7
008 圣建（24国庆）,10,10,10,10,1,4,65,AC3消音器,0.999,0.257,1501,15
008 圣建（24国庆）,10,10,10,10,1,4,89,城市迷彩披风,1.466,0.310,1501,22
008 圣建（24国庆）,10,10,10,10,1,4,223,RMR T2红点,1.266,0.288,1501,19
008 圣建（24国庆）,10,10,10,10,1,4,233,#1运算芯片,0.799,0.230,1501,12
008 圣建（24国庆）,10,10,10,10,1,5,4,VFL 6-24X56,0.133,0.094,1501,2
008 圣建（24国庆）,10,10,10,10,1,5,8,EOT 518,0.200,0.115,1501,3
008 圣建（24国庆）,10,10,10,10,1,5,12,ITI MARS,0.333,0.149,1501,5
008 圣建（24国庆）,10,10,10,10,1,5,16,PEQ-16A,0.200,0.115,1501,3
008 圣建（24国庆）,10,10,10,10,1,5,40,IOP T4外骨骼,0.067,0.067,1501,1
008 圣建（24国庆）,10,10,10,10,1,5,44,Type3防弹插板,0.133,0.094,1501,2
008 圣建（24国庆）,10,10,10,10,1,5,58,IOP X4外骨骼,0.067,0.067,1501,1
008 圣建（24国庆）,10,10,10,10,1,5,66,AC4消音器,0.266,0.133,1501,4
008 圣建（24国庆）,10,10,10,10,1,5,90,热光学迷彩披风,0.067,0.067,1501,1
008 圣建（24国庆）,10,10,10,10,1,5,224,RMR T4红点,0.333,0.149,1501,5
008 圣建（24国庆）,10,10,10,10,1,5,234,#2运算芯片,0.333,0.149,1501,5
008 圣建（24国庆）,10,10,10,10,1,5,305,SF武器灯改,0.200,0.115,1501,3
008 圣建（24国庆）,10,10,10,10,1,5,309,专注芯片,0.133,0.094,1501,2
008 圣建（24国庆）,30,150,30,130,1,2,1,BM 3-12X40,0.364,0.163,1373,5
008 圣建（24国庆）,30,150,30,130,1,2,5,EOT 506,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,2,9,AMP COMPM2,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,2,13,PEQ-2,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,2,17,M61穿甲弹,1.529,0.331,1373,21
008 圣建（24国庆）,30,150,30,130,1,2,29,FMJ高速弹,0.728,0.229,1373,10
008 圣建（24国庆）,30,150,30,130,1,2,37,IOP T1外骨骼,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,2,55,IOP X1外骨骼,0.364,0.163,1373,5
008 圣建（24国庆）,30,150,30,130,1,2,63,AC1消音器,0.364,0.163,1373,5
008 圣建（24国庆）,30,150,30,130,1,2,69,ILM空尖弹,0.583,0.205,1373,8
008 圣建（24国庆）,30,150,30,130,1,2,73,#1猎鹿弹,10.706,0.834,1373,147
008 圣建（24国庆）,30,150,30,130,1,2,77,BK独头弹,11.872,0.873,1373,163
008 圣建（24国庆）,30,150,30,130,1,2,87,破旧披风,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,3,2,LRA 2-12x50,0.364,0.163,1373,5
008 圣建（24国庆）,30,150,30,130,1,3,6,EOT 512,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,3,10,AMP COMPM4,0.728,0.229,1373,10
008 圣建（24国庆）,30,150,30,130,1,3,14,PEQ-5,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,3,18,M993穿甲弹,1.165,0.290,1373,16
008 圣建（24国庆）,30,150,30,130,1,3,30,JSP高速弹,1.165,0.290,1373,16
008 圣建（24国庆）,30,150,30,130,1,3,38,IOP T2外骨骼,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,3,42,Type1防弹插板,0.655,0.218,1373,9
008 圣建（24国庆）,30,150,30,130,1,3,56,IOP X2外骨骼,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,3,64,AC2消音器,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,3,70,ILM空尖弹,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,3,74,#0猎鹿弹,10.998,0.844,1373,151
008 圣建（24国庆）,30,150,30,130,1,3,78,FST独头弹,11.799,0.870,1373,162
008 圣建（24国庆）,30,150,30,130,1,3,88,伪装披风,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,3,222,RMR红点,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,3,232,试制运算芯片,0.364,0.163,1373,5
008 圣建（24国庆）,30,150,30,130,1,4,3,PSO-1,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,4,7,EOT 516,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,4,11,COG M150,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,4,15,PEQ-15,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,4,19,Mk169穿甲弹,0.874,0.251,1373,12
008 圣建（24国庆）,30,150,30,130,1,4,31,JHP高速弹,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,4,39,IOP T3外骨骼,0.364,0.163,1373,5
008 圣建（24国庆）,30,150,30,130,1,4,43,Type2防弹插板,0.437,0.178,1373,6
008 圣建（24国庆）,30,150,30,130,1,4,57,IOP X3外骨骼,0.437,0.178,1373,6
008 圣建（24国庆）,30,150,30,130,1,4,65,AC3消音器,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,4,75,#00猎鹿弹,9.541,0.793,1373,131
008 圣建（24国庆）,30,150,30,130,1,4,79,WAD独头弹,11.216,0.851,1373,154
008 圣建（24国庆）,30,150,30,130,1,4,89,城市迷彩披风,0.218,0.126,1373,3
008 圣建（24国庆）,30,150,30,130,1,4,223,RMR T2红点,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,4,226,M33狙击弹,0.437,0.178,1373,6
008 圣建（24国庆）,30,150,30,130,1,4,228,Mk900SLAP,0.291,0.145,1373,4
008 圣建（24国庆）,30,150,30,130,1,4,230,#6鸟弹,9.468,0.790,1373,130
008 圣建（24国庆）,30,150,30,130,1,4,233,#1运算芯片,0.583,0.205,1373,8
008 圣建（24国庆）,30,150,30,130,1,5,20,Mk211高爆穿甲弹,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,5,32,APCR高速弹,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,5,44,Type3防弹插板,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,5,66,AC4消音器,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,5,76,#000猎鹿弹,1.675,0.346,1373,23
008 圣建（24国庆）,30,150,30,130,1,5,80,SABOT独头弹,2.840,0.448,1373,39
008 圣建（24国庆）,30,150,30,130,1,5,90,热光学迷彩披风,0.073,0.073,1373,1
008 圣建（24国庆）,30,150,30,130,1,5,227,M1022狙击弹,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,5,229,Mk1000SLAP,0.146,0.103,1373,2
008 圣建（24国庆）,30,150,30,130,1,5,231,#7.5鸟弹,2.185,0.394,1373,30
008 圣建（24国庆）,30,150,30,130,1,5,235,霰弹用闪光弹,0.874,0.251,1373,12
008 圣建（24国庆）,30,150,30,130,1,5,309,专注芯片,0.073,0.073,1373,1
008 圣建（24国庆）,70,10,150,30,1,2,1,BM 3-12X40,1.716,0.340,1457,25
008 圣建（24国庆）,70,10,150,30,1,2,5,EOT 506,1.579,0.326,1457,23
008 圣建（24国庆）,70,10,150,30,1,2,9,AMP COMPM2,2.128,0.378,1457,31
008 圣建（24国庆）,70,10,150,30,1,2,13,PEQ-2,21.071,1.068,1457,307
008 圣建（24国庆）,70,10,150,30,1,2,37,IOP T1外骨骼,0.412,0.168,1457,6
008 圣建（24国庆）,70,10,150,30,1,2,55,IOP X1外骨骼,0.343,0.153,1457,5
008 圣建（24国庆）,70,10,150,30,1,2,63,AC1消音器,0.618,0.205,1457,9
008 圣建（24国庆）,70,10,150,30,1,2,87,破旧披风,2.814,0.433,1457,41
008 圣建（24国庆）,70,10,150,30,1,3,2,LRA 2-12x50,1.441,0.312,1457,21
008 圣建（24国庆）,70,10,150,30,1,3,6,EOT 512,1.922,0.360,1457,28
