event,mp,ammo,mre,part,item_num,rank,equip_id,name,mean%,stdev%,equip_total,equip_count
005 日常（周年后修复）,10,10,10,10,1,2,1,BM 3-12X40,7.436,0.068,148786,11064
005 日常（周年后修复）,10,10,10,10,1,2,5,EOT 506,7.326,0.068,148786,10900
005 日常（周年后修复）,10,10,10,10,1,2,9,AMP COMPM2,7.330,0.068,148786,10906
005 日常（周年后修复）,10,10,10,10,1,2,13,PEQ-2,6.312,0.063,148786,9391
005 日常（周年后修复）,10,10,10,10,1,2,17,M61穿甲弹,0.004,0.002,148786,6
005 日常（周年后修复）,10,10,10,10,1,2,29,FMJ高速弹,0.007,0.002,148786,10
005 日常（周年后修复）,10,10,10,10,1,2,37,IOP T1外骨骼,2.223,0.038,148786,3307
005 日常（周年后修复）,10,10,10,10,1,2,55,IOP X1外骨骼,2.128,0.037,148786,3166
005 日常（周年后修复）,10,10,10,10,1,2,63,AC1消音器,5.611,0.060,148786,8348
005 日常（周年后修复）,10,10,10,10,1,2,69,ILM空尖弹,0.007,0.002,148786,11
005 日常（周年后修复）,10,10,10,10,1,2,73,#1猎鹿弹,0.001,0.001,148786,1
005 日常（周年后修复）,10,10,10,10,1,2,87,破旧披风,6.688,0.065,148786,9951
005 日常（周年后修复）,10,10,10,10,1,3,2,LRA 2-12x50,5.275,0.058,148786,7848
005 日常（周年后修复）,10,10,10,10,1,3,6,EOT 512,5.216,0.058,148786,7761
005 日常（周年后修复）,10,10,10,10,1,3,10,AMP COMPM4,5.410,0.059,148786,8049
005 日常（周年后修复）,10,10,10,10,1,3,14,PEQ-5,4.493,0.054,148786,6685
005 日常（周年后修复）,10,10,10,10,1,3,18,M993穿甲弹,0.001,0.001,148786,2
005 日常（周年后修复）,10,10,10,10,1,3,30,JSP高速弹,0.005,0.002,148786,7
005 日常（周年后修复）,10,10,10,10,1,3,38,IOP T2外骨骼,1.526,0.032,148786,2270
005 日常（周年后修复）,10,10,10,10,1,3,42,Type1防弹插板,3.402,0.047,148786,5062
005 日常（周年后修复）,10,10,10,10,1,3,56,IOP X2外骨骼,1.497,0.031,148786,2227
005 日常（周年后修复）,10,10,10,10,1,3,64,AC2消音器,4.008,0.051,148786,5964
005 日常（周年后修复）,10,10,10,10,1,3,70,ILM空尖弹,0.004,0.002,148786,6
005 日常（周年后修复）,10,10,10,10,1,3,74,#0猎鹿弹,0.001,0.001,148786,2
005 日常（周年后修复）,10,10,10,10,1,3,78,FST独头弹,0.003,0.001,148786,4
005 日常（周年后修复）,10,10,10,10,1,3,88,伪装披风,4.703,0.055,148786,6998
005 日常（周年后修复）,10,10,10,10,1,3,222,RMR红点,5.695,0.060,148786,8474
005 日常（周年后修复）,10,10,10,10,1,3,232,试制运算芯片,4.060,0.051,148786,6040
